"3;""Ginger Deluxe (Standard Finish)"";""150"";""0"";""EBH"";""Ginger.jpg"";""0"";""0"";""0"";""1"";""1"""
"4;""Mocha Deluxe (Standard Finish)"";""150"";""0"";""EBH"";""Mocha.jpg"";""0"";""0"";""0"";""1"";""1"""
"5;""Harvest Deluxe (Standard Finish)"";""150"";""0"";""EBH"";""HARVEST3.JPG"";""0"";""0"";""0"";""1"";""1"""
"6;""Brandywine Shaker (Standard Finish)"";""150"";""0"";""EBH"";""Brandywine Shaker.jpg"";""0"";""0"";""0"";""1"";""1"""
"7;""French Vanilla Deluxe (Standard Finish)"";""150"";""0"";""EBH"";""3FV12.jpg"";""0"";""0"";""0"";""1"";""1"""
"8;""White Shaker (Standard Finish)"";""150"";""0"";""EBH"";""WhiteShaker.jpg"";""0"";""0"";""0"";""1"";""1"""
"9;""White Deluxe Chocolate Glaze (Standard Finish)"";""150"";""0"";""EBH"";""WhiteChocolatePen.jpg"";""0"";""0"";""0"";""1"";""1"""
