id,optionid,productid,catalogid,featurecaption,featurecaption_id,featuretype,featurerequired,sorting,featureid,featurename,featureprice,sorting,partnumber,imagepath,selected,hidden,optcatalogid,qty
3634,4467,W2442BD,102,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,34117,White Deluxe Without Glaze Includes Assembly,100,8,WD,assets/images/French Vanilla Deluxe.jpg,0,0,0,1
3635,4467,W2442BD,102,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,34118,Pecan With Black Glaze Includes Assembly,100,12,PCBG,assets/images/PecanGlaze.jpg,0,0,0,1
3636,4467,W2442BD,102,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,34119,Pecan Distressed Includes Assembly,130,12,PCDS,assets/images/PecanGlaze.jpg,0,0,0,1
3637,4476,W2742BD,103,Cabinet Assembly,,Dropdown,0,3,23241,Standard Finish Base / Wall Cabinet Assembly,30,2,ASSR,,0,0,0,1
3638,4476,W2742BD,103,Cabinet Assembly,,Dropdown,0,3,23242,Standard Finish Utility / Oven Cabinet Assembly,60,3,ASST,,0,0,0,1
3639,4476,W2742BD,103,Cabinet Assembly,,Dropdown,0,3,23243,No Assembly / Customer Will Assemble Upon Receipt,0,0,CAS,,0,0,0,1
3640,5475,W2742BD,103,Finish Interior Option,,Dropdown,0,8,34120,Finish Interior Option Standard Finish Cabinet,90,85,FINITSF,,0,0,0,1
3641,5475,W2742BD,103,Finish Interior Option,,Dropdown,0,8,34121,Finish Interior Option Custom Finish Cabinet,135,86,FINICF,,0,0,0,1
3642,4475,W2742BD,103,Finished Side Panel Skins As You Are Looking At The Cabinet Front,,Dropdown,0,2,23237,No Side Exposed,0,0,NSF,,0,0,0,1
3643,4475,W2742BD,103,Finished Side Panel Skins As You Are Looking At The Cabinet Front,,Dropdown,0,2,23238,Both Side Exposed,0,3,BSF,,0,0,0,1
3644,4475,W2742BD,103,Finished Side Panel Skins As You Are Looking At The Cabinet Front,,Dropdown,0,2,23239,Left Side Exposed,0,1,LSF,,0,0,0,1
3645,4475,W2742BD,103,Finished Side Panel Skins As You Are Looking At The Cabinet Front,,Dropdown,0,2,23240,Right Side Exposed,0,2,RSF,,0,0,0,1
3646,4479,W2742BD,103,Increase Depth Option,,Dropdown,0,6,23248,Increase Depth To 15 Inches,105,0,IWD15,,0,0,0,1
3647,4479,W2742BD,103,Increase Depth Option,,Dropdown,0,6,23249,Increase Depth To 18 Inches,105,1,IWD18,,0,0,0,1
3648,4479,W2742BD,103,Increase Depth Option,,Dropdown,0,6,23250,Increase Depth To 21 Inches,105,2,IWD21,,0,0,0,1
3649,4479,W2742BD,103,Increase Depth Option,,Dropdown,0,6,23251,Increase DepthTo 24 Inches,105,3,IWD24,,0,0,0,1
3650,4479,W2742BD,103,Increase Depth Option,,Dropdown,0,6,23252,Increase Depth To 27 Inches,105,4,IWD27,,0,0,0,1
3651,4473,W2742BD,103,Prep Door For Glass Option,,Dropdown,0,7,23212,Prep Doors For Glass Option,90,0,PFG,,0,0,0,1
3652,4478,W2742BD,103,Reduce Depth Option,,Dropdown,0,5,23246,Reduce Depth To 9 Inches,105,0,RD9,,0,0,0,1
3653,4478,W2742BD,103,Reduce Depth Option,,Dropdown,0,5,23247,Reduce Depth To 6 Inches,105,1,RD6,,0,0,0,1
3654,4474,W2742BD,103,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23213,French Vanilla Deluxe With Charcoal Glaze Price Includes Assembly ,105,17,FVCG,assets/images/JobPics/fv_chrkl_copy.jpg,0,0,0,1
3655,4474,W2742BD,103,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23214,French Vanilla Deluxe With Chocolate Glaze Price Includes Assembly,105,20,FVCHG,assets/images/JobPics/fv_choc.jpg,0,0,0,1
3656,4474,W2742BD,103,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23215,French Vanilla Deluxe With Pewter Glaze Price Includes Assembly,105,19,FVPG,assets/images/JobPics/fv_pwtr_copy.jpg,0,0,0,1
3657,4474,W2742BD,103,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23216,French Vanilla Deluxe With Harvest Glaze Including Assembly,105,18,FVHG,assets/images/JobPics/fv_hvst_copy.jpg,0,0,0,1
3658,4474,W2742BD,103,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23217,Black Distressed Ginger Price Includes Assembly,135,10,BDSTR-FG,assets/images/JobPics/blk_dst_copy.jpg,0,0,0,1
3659,4474,W2742BD,103,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23218,Ginger Vandyke Distressed Price Includes Assembly,135,12,GDVD,assets/images/JobPics/gngr_vndyk_copy.jpg,0,0,0,1
3660,4474,W2742BD,103,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23219,Mocha Deluxe Vandyke Distressed Price Includes Assembly,135,14,MDVD,assets/images/JobPics/mk_vndyk_copy.jpg,0,0,0,1
3661,4474,W2742BD,103,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23220,French Vanilla Deluxe Vandyke Distressing Price Includes Assembly,135,16,FVVD,assets/images/JobPics/pl-1286913660B_FranklinFrenchVanilla_VanDykeDistressed1.jpg,0,0,0,1
3662,4474,W2742BD,103,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23221,Standard Black Finish Price Includes Assembly,90,9,SBF,assets/images/JobPics/pt-1287676745B_Plain_Black1.jpg,0,0,0,1
3663,4474,W2742BD,103,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23222,Ginger Vandyke Rub Finish Includes Assembly,105,13,GVD,assets/images/JobPics/pt-1286915389B_FranklinGinger_VanDykeRubbed1.jpg,0,0,0,1
3664,4474,W2742BD,103,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23223,Mocha Deluxe Vandyke Rub Includes Assembly,105,15,MVD,assets/images/JobPics/pt-1286917400B_FranklinMocha_VanDykeRubbed1.jpg,0,0,0,1
3665,4474,W2742BD,103,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23224,Mocha Deluxe,0,3,MD,assets/images/JobPics/Mocha.jpg,0,0,0,1
3666,4474,W2742BD,103,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23225,Ginger Deluxe,0,4,GD,assets/images/JobPics/Ginger.jpg,0,0,0,1
3667,4474,W2742BD,103,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23226,French Vanilla Deluxe,0,6,FV,assets/images/French Vanilla Deluxe.jpg,0,0,0,1
3668,4474,W2742BD,103,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23227,Brandywine Shaker,0,1,BS,assets/images/JobPics/Brandywine_Shaker.jpg,0,0,0,1
3669,4474,W2742BD,103,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23228,White Shaker,0,0,WS,assets/images/WhiteShaker.jpg,0,0,0,1
3670,4474,W2742BD,103,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23229,Harvest Deluxe,0,5,HD,assets/images/JobPics/Ginger_HarvestStain.jpg,0,0,0,1
3671,4474,W2742BD,103,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23230,Teaberry Price Includes Assembly,90,8,TEAB-ST,assets/images/Teaberry.jpg,0,0,0,1
3672,4474,W2742BD,103,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23231,Black Distressed Mocha Price Includes Assembly,135,11,BDSTR-FM,assets/images/blk_dst_copy.jpg,0,0,0,1
3673,4474,W2742BD,103,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23232,White Deluxe Chocolate Glaze,0,7,WDCG,assets/images/WhiteChocolatePen.jpg,0,0,0,1
3674,4474,W2742BD,103,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23233,Black Shaker Price Includes Assembly,90,2,BSS,assets/images/Germantown Black.jpg,0,0,0,1
3675,4474,W2742BD,103,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23234,Dark Grey Shaker Price Includes Assembly,90,2,GS,assets/images/CraftsmanDkGrey.jpg,0,0,0,1
3676,4474,W2742BD,103,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23235,Light Grey Shaker Price Includes Assembly,90,2,LGS,assets/images/CraftsmanLtGrey.jpg,0,0,0,1
3677,4474,W2742BD,103,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23236,Green Chocolate Glaze Price Includes Assembly,105,21,GCG,assets/images/Green Chocolate.jpg,0,0,0,1
3678,4474,W2742BD,103,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,34122,Espresso Shaker Includes Assembly,90,2,ESP,assets/images/Door Colors/Germantown Expresso.jpg,0,0,0,1
3679,4474,W2742BD,103,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,34123,White Deluxe Chocolate Mist Includes Assembly,105,8,WDCM,assets/images/WhiteDeluxeChocolateMist.jpg,0,0,0,1
3680,4474,W2742BD,103,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,34124,White Deluxe Charcoal Mist Includes Assembly,105,8,WDCHM,assets/images/White Deluxe Chocolate Mist.jpg,0,0,0,1
3681,4474,W2742BD,103,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,34125,White Deluxe Vandyke Distressed Includes Assembly,135,8,WDVDD,assets/images/WhiteDeluxeSample.jpg,0,0,0,1
3682,4474,W2742BD,103,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,34126,White Deluxe Without Glaze Includes Assembly,90,8,WD,assets/images/French Vanilla Deluxe.jpg,0,0,0,1
3683,4474,W2742BD,103,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,34127,Pecan With Black Glaze Includes Assembly,105,12,PCBG,assets/images/PecanGlaze.jpg,0,0,0,1
3684,4474,W2742BD,103,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,34128,Pecan Distressed Includes Assembly,135,12,PCDS,assets/images/PecanGlaze.jpg,0,0,0,1
3685,4483,W3042BD,104,Cabinet Assembly,,Dropdown,0,3,23282,Standard Finish Base / Wall Cabinet Assembly,30,2,ASSR,,0,0,0,1
3686,4483,W3042BD,104,Cabinet Assembly,,Dropdown,0,3,23283,Standard Finish Utility / Oven Cabinet Assembly,60,3,ASST,,0,0,0,1
3687,4483,W3042BD,104,Cabinet Assembly,,Dropdown,0,3,23284,No Assembly / Customer Will Assemble Upon Receipt,0,0,CAS,,0,0,0,1
3688,5428,W3042BD,104,Finish Interior Option,,Dropdown,0,8,33241,Finish Interior Option Standard Finish Cabinet,115,0,FINSF,,0,0,0,1
3689,5428,W3042BD,104,Finish Interior Option,,Dropdown,0,8,33242,Finish Interior Option Custom Finish Cabinet,155,1,FINCF,,0,0,0,1
3690,4482,W3042BD,104,Finished Side Panel Skins As You Are Looking At The Cabinet Front,,Dropdown,0,2,23278,No Side Exposed,0,0,NSF,,0,0,0,1
3691,4482,W3042BD,104,Finished Side Panel Skins As You Are Looking At The Cabinet Front,,Dropdown,0,2,23279,Both Side Exposed,0,3,BSF,,0,0,0,1
3692,4482,W3042BD,104,Finished Side Panel Skins As You Are Looking At The Cabinet Front,,Dropdown,0,2,23280,Left Side Exposed,0,1,LSF,,0,0,0,1
3693,4482,W3042BD,104,Finished Side Panel Skins As You Are Looking At The Cabinet Front,,Dropdown,0,2,23281,Right Side Exposed,0,2,RSF,,0,0,0,1
3694,4486,W3042BD,104,Increase Depth Option,,Dropdown,0,6,23289,Increase Depth To 15 Inches,110,0,IWD15,,0,0,0,1
3695,4486,W3042BD,104,Increase Depth Option,,Dropdown,0,6,23290,Increase Depth To 18 Inches,110,1,IWD18,,0,0,0,1
3696,4486,W3042BD,104,Increase Depth Option,,Dropdown,0,6,23291,Increase Depth To 21 Inches,110,2,IWD21,,0,0,0,1
3697,4486,W3042BD,104,Increase Depth Option,,Dropdown,0,6,23292,Increase DepthTo 24 Inches,110,3,IWD24,,0,0,0,1
3698,4486,W3042BD,104,Increase Depth Option,,Dropdown,0,6,23293,Increase Depth To 27 Inches,110,4,IWD27,,0,0,0,1
3699,2040,W3042BD,104,Mullion Door Options,,DropImage,0,4,5436,Do Not Add Mullion Doors,0,0,MDO,assets/images/glassmulliondoor_thumbnail.jpg,0,0,0,1
3700,2040,W3042BD,104,Mullion Door Options,,DropImage,0,4,5437,Add Mullion Doors Standard Finish,290,1,SFMD,assets/images/glassmulliondoor_thumbnail.jpg,0,0,0,1
3701,2040,W3042BD,104,Mullion Door Options,,DropImage,0,4,5438,Add Mullion Doors Custom Finish,365,2,CFMD,assets/images/glassmulliondoor_thumbnail.jpg,0,0,0,1
3702,4480,W3042BD,104,Prep Door For Glass Option,,Dropdown,0,7,23253,Prep Doors For Glass Option,90,0,PFG,,0,0,0,1
3703,4485,W3042BD,104,Reduce Depth Option,,Dropdown,0,5,23287,Reduce Depth To 9 Inches,110,0,RD9,,0,0,0,1
3704,4485,W3042BD,104,Reduce Depth Option,,Dropdown,0,5,23288,Reduce Depth To 6 Inches,110,1,RD6,,0,0,0,1
3705,4481,W3042BD,104,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23254,French Vanilla Deluxe With Charcoal Glaze Price Includes Assembly ,115,17,FVCG,assets/images/JobPics/fv_chrkl_copy.jpg,0,0,0,1
3706,4481,W3042BD,104,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23255,French Vanilla Deluxe With Chocolate Glaze Price Includes Assembly,115,20,FVCHG,assets/images/JobPics/fv_choc.jpg,0,0,0,1
3707,4481,W3042BD,104,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23256,French Vanilla Deluxe With Pewter Glaze Price Includes Assembly,115,19,FVPG,assets/images/JobPics/fv_pwtr_copy.jpg,0,0,0,1
3708,4481,W3042BD,104,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23257,French Vanilla Deluxe With Harvest Glaze Including Assembly,115,18,FVHG,assets/images/JobPics/fv_hvst_copy.jpg,0,0,0,1
3709,4481,W3042BD,104,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23258,Black Distressed Ginger Price Includes Assembly,145,10,BDSTR-FG,assets/images/JobPics/blk_dst_copy.jpg,0,0,0,1
3710,4481,W3042BD,104,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23259,Ginger Vandyke Distressed Price Includes Assembly,145,12,GDVD,assets/images/JobPics/gngr_vndyk_copy.jpg,0,0,0,1
3711,4481,W3042BD,104,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23260,Mocha Deluxe Vandyke Distressed Price Includes Assembly,145,14,MDVD,assets/images/JobPics/mk_vndyk_copy.jpg,0,0,0,1
3712,4481,W3042BD,104,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23261,French Vanilla Deluxe Vandyke Distressing Price Includes Assembly,145,16,FVVD,assets/images/JobPics/pl-1286913660B_FranklinFrenchVanilla_VanDykeDistressed1.jpg,0,0,0,1
3713,4481,W3042BD,104,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23262,Standard Black Finish Price Includes Assembly,100,9,SBF,assets/images/JobPics/pt-1287676745B_Plain_Black1.jpg,0,0,0,1
3714,4481,W3042BD,104,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23263,Ginger Vandyke Rub Finish Includes Assembly,115,13,GVD,assets/images/JobPics/pt-1286915389B_FranklinGinger_VanDykeRubbed1.jpg,0,0,0,1
3715,4481,W3042BD,104,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23264,Mocha Deluxe Vandyke Rub Includes Assembly,115,15,MVD,assets/images/JobPics/pt-1286917400B_FranklinMocha_VanDykeRubbed1.jpg,0,0,0,1
3716,4481,W3042BD,104,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23265,Mocha Deluxe,0,3,MD,assets/images/JobPics/Mocha.jpg,0,0,0,1
3717,4481,W3042BD,104,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23266,Ginger Deluxe,0,4,GD,assets/images/JobPics/Ginger.jpg,0,0,0,1
3718,4481,W3042BD,104,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23267,French Vanilla Deluxe,0,6,FV,assets/images/French Vanilla Deluxe.jpg,0,0,0,1
3719,4481,W3042BD,104,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23268,Brandywine Shaker,0,1,BS,assets/images/JobPics/Brandywine_Shaker.jpg,0,0,0,1
3720,4481,W3042BD,104,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23269,White Shaker,0,0,WS,assets/images/WhiteShaker.jpg,0,0,0,1
3721,4481,W3042BD,104,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23270,Harvest Deluxe,0,5,HD,assets/images/JobPics/Ginger_HarvestStain.jpg,0,0,0,1
3722,4481,W3042BD,104,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23271,Teaberry Price Includes Assembly,100,8,TEAB-ST,assets/images/Teaberry.jpg,0,0,0,1
3723,4481,W3042BD,104,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23272,Black Distressed Mocha Price Includes Assembly,145,11,BDSTR-FM,assets/images/blk_dst_copy.jpg,0,0,0,1
3724,4481,W3042BD,104,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23273,White Deluxe Chocolate Glaze,0,7,WDCG,assets/images/WhiteChocolatePen.jpg,0,0,0,1
3725,4481,W3042BD,104,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23274,Black Shaker Price Includes Assembly,100,2,BSS,assets/images/Germantown Black.jpg,0,0,0,1
3726,4481,W3042BD,104,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23275,Dark Grey Shaker Price Includes Assembly,100,2,GS,assets/images/CraftsmanDkGrey.jpg,0,0,0,1
3727,4481,W3042BD,104,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23276,Light Grey Shaker Price Includes Assembly,100,2,LGS,assets/images/CraftsmanLtGrey.jpg,0,0,0,1
3728,4481,W3042BD,104,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23277,Green Chocolate Glaze Price Includes Assembly,115,21,GCG,assets/images/Green Chocolate.jpg,0,0,0,1
3729,4481,W3042BD,104,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,34129,Espresso Shaker Includes Assembly,100,2,ESP,assets/images/Door Colors/Germantown Expresso.jpg,0,0,0,1
3730,4481,W3042BD,104,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,34130,White Deluxe Chocolate Mist Includes Assembly,115,8,WDCM,assets/images/WhiteDeluxeChocolateMist.jpg,0,0,0,1
3731,4481,W3042BD,104,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,34131,White Deluxe Charcoal Mist Includes Assembly,115,8,WDCHM,assets/images/White Deluxe Chocolate Mist.jpg,0,0,0,1
3732,4481,W3042BD,104,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,34132,White Deluxe Vandyke Distressed Includes Assembly,145,8,WDVDD,assets/images/WhiteDeluxeSample.jpg,0,0,0,1
3733,4481,W3042BD,104,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,34133,White Deluxe Without Glaze Includes Assembly,100,8,WD,assets/images/French Vanilla Deluxe.jpg,0,0,0,1
3734,4481,W3042BD,104,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,34134,Pecan With Black Glaze Includes Assembly,115,12,PCBG,assets/images/PecanGlaze.jpg,0,0,0,1
3735,4481,W3042BD,104,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,34135,Pecan Distressed Includes Assembly,145,12,PCDS,assets/images/PecanGlaze.jpg,0,0,0,1
3736,4490,W3342BD,105,Cabinet Assembly,,Dropdown,0,3,23323,Standard Finish Base / Wall Cabinet Assembly,30,2,ASSR,,0,0,0,1
3737,4490,W3342BD,105,Cabinet Assembly,,Dropdown,0,3,23324,Standard Finish Utility / Oven Cabinet Assembly,60,3,ASST,,0,0,0,1
3738,4490,W3342BD,105,Cabinet Assembly,,Dropdown,0,3,23325,No Assembly / Customer Will Assemble Upon Receipt,0,0,CAS,,0,0,0,1
3739,5476,W3342BD,105,Finish Interior Option,,Dropdown,0,8,34136,Finish Interior Option Standard Finish Cabinet,115,0,FINSF,,0,0,0,1
3740,5476,W3342BD,105,Finish Interior Option,,Dropdown,0,8,34137,Finish Interior Option Custom Finish Cabinet,155,1,FINCF,,0,0,0,1
3741,4489,W3342BD,105,Finished Side Panel Skins As You Are Looking At The Cabinet Front,,Dropdown,0,2,23319,No Side Exposed,0,0,NSF,,0,0,0,1
3742,4489,W3342BD,105,Finished Side Panel Skins As You Are Looking At The Cabinet Front,,Dropdown,0,2,23320,Both Side Exposed,0,3,BSF,,0,0,0,1
3743,4489,W3342BD,105,Finished Side Panel Skins As You Are Looking At The Cabinet Front,,Dropdown,0,2,23321,Left Side Exposed,0,1,LSF,,0,0,0,1
3744,4489,W3342BD,105,Finished Side Panel Skins As You Are Looking At The Cabinet Front,,Dropdown,0,2,23322,Right Side Exposed,0,2,RSF,,0,0,0,1
3745,4493,W3342BD,105,Increase Depth Option,,Dropdown,0,6,23330,Increase Depth To 15 Inches,110,0,IWD15,,0,0,0,1
3746,4493,W3342BD,105,Increase Depth Option,,Dropdown,0,6,23331,Increase Depth To 18 Inches,110,1,IWD18,,0,0,0,1
3747,4493,W3342BD,105,Increase Depth Option,,Dropdown,0,6,23332,Increase Depth To 21 Inches,110,2,IWD21,,0,0,0,1
3748,4493,W3342BD,105,Increase Depth Option,,Dropdown,0,6,23333,Increase DepthTo 24 Inches,110,3,IWD24,,0,0,0,1
3749,4493,W3342BD,105,Increase Depth Option,,Dropdown,0,6,23334,Increase Depth To 27 Inches,110,4,IWD27,,0,0,0,1
3750,4487,W3342BD,105,Prep Door For Glass Option,,Dropdown,0,7,23294,Prep Doors For Glass Option,90,0,PFG,,0,0,0,1
3751,4492,W3342BD,105,Reduce Depth Option,,Dropdown,0,5,23328,Reduce Depth To 9 Inches,110,0,RD9,,0,0,0,1
3752,4492,W3342BD,105,Reduce Depth Option,,Dropdown,0,5,23329,Reduce Depth To 6 Inches,110,1,RD6,,0,0,0,1
3753,4488,W3342BD,105,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23295,French Vanilla Deluxe With Charcoal Glaze Price Includes Assembly ,120,17,FVCG,assets/images/JobPics/fv_chrkl_copy.jpg,0,0,0,1
3754,4488,W3342BD,105,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23296,French Vanilla Deluxe With Chocolate Glaze Price Includes Assembly,120,20,FVCHG,assets/images/JobPics/fv_choc.jpg,0,0,0,1
3755,4488,W3342BD,105,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23297,French Vanilla Deluxe With Pewter Glaze Price Includes Assembly,120,19,FVPG,assets/images/JobPics/fv_pwtr_copy.jpg,0,0,0,1
3756,4488,W3342BD,105,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23298,French Vanilla Deluxe With Harvest Glaze Including Assembly,120,18,FVHG,assets/images/JobPics/fv_hvst_copy.jpg,0,0,0,1
3757,4488,W3342BD,105,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23299,Black Distressed Ginger Price Includes Assembly,150,10,BDSTR-FG,assets/images/JobPics/blk_dst_copy.jpg,0,0,0,1
3758,4488,W3342BD,105,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23300,Ginger Vandyke Distressed Price Includes Assembly,150,12,GDVD,assets/images/JobPics/gngr_vndyk_copy.jpg,0,0,0,1
3759,4488,W3342BD,105,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23301,Mocha Deluxe Vandyke Distressed Price Includes Assembly,150,14,MDVD,assets/images/JobPics/mk_vndyk_copy.jpg,0,0,0,1
3760,4488,W3342BD,105,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23302,French Vanilla Deluxe Vandyke Distressing Price Includes Assembly,150,16,FVVD,assets/images/JobPics/pl-1286913660B_FranklinFrenchVanilla_VanDykeDistressed1.jpg,0,0,0,1
3761,4488,W3342BD,105,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23303,Standard Black Finish Price Includes Assembly,150,9,SBF,assets/images/JobPics/pt-1287676745B_Plain_Black1.jpg,0,0,0,1
3762,4488,W3342BD,105,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23304,Ginger Vandyke Rub Finish Includes Assembly,120,13,GVD,assets/images/JobPics/pt-1286915389B_FranklinGinger_VanDykeRubbed1.jpg,0,0,0,1
3763,4488,W3342BD,105,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23305,Mocha Deluxe Vandyke Rub Includes Assembly,120,15,MVD,assets/images/JobPics/pt-1286917400B_FranklinMocha_VanDykeRubbed1.jpg,0,0,0,1
3764,4488,W3342BD,105,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23306,Mocha Deluxe,0,3,MD,assets/images/JobPics/Mocha.jpg,0,0,0,1
3765,4488,W3342BD,105,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23307,Ginger Deluxe,0,4,GD,assets/images/JobPics/Ginger.jpg,0,0,0,1
3766,4488,W3342BD,105,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23308,French Vanilla Deluxe,0,6,FV,assets/images/French Vanilla Deluxe.jpg,0,0,0,1
3767,4488,W3342BD,105,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23309,Brandywine Shaker,0,1,BS,assets/images/JobPics/Brandywine_Shaker.jpg,0,0,0,1
3768,4488,W3342BD,105,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23310,White Shaker,0,0,WS,assets/images/WhiteShaker.jpg,0,0,0,1
3769,4488,W3342BD,105,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23311,Harvest Deluxe,0,5,HD,assets/images/JobPics/Ginger_HarvestStain.jpg,0,0,0,1
3770,4488,W3342BD,105,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23312,Teaberry Price Includes Assembly,100,8,TEAB-ST,assets/images/Teaberry.jpg,0,0,0,1
3771,4488,W3342BD,105,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23313,Black Distressed Mocha Price Includes Assembly,150,11,BDSTR-FM,assets/images/blk_dst_copy.jpg,0,0,0,1
3772,4488,W3342BD,105,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23314,White Deluxe Chocolate Glaze,0,7,WDCG,assets/images/WhiteChocolatePen.jpg,0,0,0,1
3773,4488,W3342BD,105,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23315,Black Shaker Price Includes Assembly,100,2,BSS,assets/images/Germantown Black.jpg,0,0,0,1
3774,4488,W3342BD,105,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23316,Dark Grey Shaker Price Includes Assembly,100,2,GS,assets/images/CraftsmanDkGrey.jpg,0,0,0,1
3775,4488,W3342BD,105,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23317,Light Grey Shaker Price Includes Assembly,100,2,LGS,assets/images/CraftsmanLtGrey.jpg,0,0,0,1
3776,4488,W3342BD,105,Select Your Cabinet Color From Our Drop Down Menu,,DropImage,1,1,23318,Green Chocolate Glaze Price Includes Assembly,120,21,GCG,assets/images/Green Chocolate.jpg,0,0,0,1
